fname,label
201501170556_12,D
201501170556_7,H
201501170556_14,A
201501180610_15,A
201501180610_5,D
201501180610_17,D
201501180610_16,D
201501190605_18,H
201501190605_17,D
201501190605_19,A
201501190605_16,D
201501200846_16,H
201501200846_17,D
201501200846_20,H
201501210641_20,H
201501210641_17,D
201501210641_16,H
201501210641_21,A
201501220645_20,H
201501220645_22,A
201501220645_17,D
201501220645_21,H
201501230613_21,H
201501230613_20,D
201501230613_17,D
201501240605_20,H
201501240605_23,F
201501240605_21,D
201501250600_23,F
201501250600_25,D
201501250600_21,D
201501260738_26,C
201501260738_21,D
201501260738_28,D
201501260738_25,D
201501260738_27,H
201501270556_30,H
201501270556_28,D
201501270556_21,D
201501270556_29,D
201501270556_26,D
201501270556_25,D
201501280549_31,B
201501280549_25,D
201501280549_29,H
201501280549_26,D
201501280549_28,D
201501280549_30,D
201501280549_32,B
201501290541_25,D
201501290541_30,D
201501290541_29,C
201501290541_32,C
201501290541_28,H
201501290541_26,D
201501300547_26,D
201501300547_25,E
201501300547_29,H
201501300547_32,D
201501300547_28,D
201501310549_32,A
201501310549_28,C
201501310549_30,H
201501310549_29,H
201502010907_23,F
201502010907_29,H
201502020857_34,C
201502020857_29,H
201502030550_35,D
201502040648_35,E
201502050544_35,E
201502060531_37,D
201502060531_35,E
201502060531_38,H
201502060531_39,H
201502060531_36,D
201502071053_36,C
201502071053_35,E
201502090608_36,D
201502090608_35,E
201502100903_42,D
201502100903_36,E
201502100903_35,E
201502100903_41,H
201502110611_42,D
201502110611_35,E
201502110611_36,D
201502110611_43,B
201502110611_41,H
201502120548_41,H
201502120548_42,C
201502140547_41,H
201502140547_42,C
201502140547_44,A
201502140547_45,D
201502150540_45,D
201502150540_46,A
201502150540_42,D
201502150540_41,H
201502160553_46,B
201502160553_42,H
201502160553_41,C
201502170537_49,H
201502170537_41,H
201502170750_47,A
201502170537_42,H
201502170537_48,D
201502170750_42,H
201502170537_50,A
201502170537_51,A
201502170750_41,H
201502190558_49,C
201502190558_50,D
201502200629_53,H
201502200629_54,C
201502200629_50,D
201502200629_49,D
201502210547_50,C
201502210547_53,H
201502210547_54,D
201502220538_50,D
201502220538_55,H
201502220538_54,D
201502220538_53,C
201502230547_54,D
201502230547_50,C
201502240626_50,C
201502240626_56,H
201502240626_54,D
201502240626_55,A
201502250602_57,A
201502250602_54,D
201502260550_54,D
201502270528_57,D
201502270528_59,D
201502270528_54,C
201502270528_58,A
201502280540_57,D
201502280540_59,D
201502280540_54,C
201503010733_59,D
201503010733_57,D
201503010733_60,D
201503020843_61,B
201503020843_57,D
201503020843_60,D
201503031051_62,A
201503031051_-2,A
201503031051_60,D
201503031051_57,D
201503040540_57,C
201503050616_57,D
201503050616_64,A
201503060944_63,D
201503060944_66,H
201503060944_65,H
201503090530_67,E
201503100555_67,D
201503100555_-2,A
201503110556_67,D
201503110556_63,D
201503120528_63,H
201503120528_67,E
201503130857_67,E
201503130857_63,C
201503130857_71,C
201503130857_69,B
201503130857_70,D
201503140513_70,B
201503140513_67,E
201503140513_69,A
201503150527_71,C
201503150527_67,E
201503150527_69,A
201503190604_73,C
201503190604_74,H
201503200536_74,B
201503200536_73,C
201503220621_76,D
201503220621_78,H
201503220621_73,D
201503220621_77,C
201503220621_79,H
201503230604_81,D
201503230604_73,D
201503230604_79,D
201503230604_77,C
201503240526_73,C
201503240526_82,D
201503240526_79,H
201503240526_84,B
201503250518_82,H
201503250518_73,C
201503250518_79,C
201503250518_83,H
201503250518_-2,A
201503250518_87,B
201503260522_85,H
201503260522_73,H
201503260522_82,D
201503260522_79,D
201503260522_83,H
201503270522_80,D
201503270522_85,H
201503270522_83,C
201503270522_79,A
201503270522_73,H
201503270522_82,D
201503280724_88,A
201503280724_85,H
201503280724_80,E
201503290544_85,H
201503290544_80,E
201503290544_83,B
201503290544_91,C
201503300756_80,C
201503300756_85,A
201503300756_89,A
201503310840_85,A
201503310840_80,E
201504010500_83,A
201504010500_92,C
201504020438_94,D
201504020438_93,H
201504020438_85,A
201504030520_94,D
201504050457_97,A
201504050457_96,D
201504050457_98,D
201504060910_96,D
201504060910_98,D
201504070759_98,E
201504070759_96,E
201504080437_98,E
201504080437_96,D
201504090853_98,E
201504090853_96,C
201504090853_99,A
201504100804_98,D
201504110639_98,D
201504110639_96,A
201504120448_104,D
201504120448_102,D
201504120448_103,A
201504120448_98,D
201504131005_106,H
201504131005_103,A
201504131005_101,E
201504131005_105,H
201504131005_104,D
201504131005_102,D
201504140535_104,C
201504140535_101,E
201504140535_106,H
201504140535_105,H
201504150526_104,B
201504150526_101,E
201504150526_106,H
201504150526_105,D
201504160753_101,E
201504160753_109,A
201504160753_108,D
201504160753_106,D
201504160753_105,H
201504160753_107,C
201504170456_106,C
201504170456_101,D
201504170456_108,F
201504170456_103,A
201504170456_107,D
201504170456_109,A
201504170456_105,C
201504170456_110,A
201504180419_113,A
201504180419_101,E
201504180419_106,D
201504180419_107,C
201504180419_105,D
201504180419_108,D
201504180419_104,A
201504180419_112,H
201504180419_103,C
201504190525_101,E
201504190525_104,C
201504190525_105,D
201504190525_106,A
201504190525_111,H
201504190525_107,D
201504190525_108,D
201504190525_114,H
201504190525_112,C
201504200515_116,D
201504200515_112,D
201504200515_108,E
201504200515_105,C
201504200515_115,B
201504200515_111,C
201504200515_101,C
201504200515_107,D
201504210436_115,A
201504210436_105,H
201504210436_107,D
201504210436_117,B
201504210436_108,D
201504210436_111,H
201504210436_116,A
201504220739_111,C
201504220739_108,D
201504220739_118,A
201504220739_117,C
201504220739_119,A
201504220739_115,D
201504220739_107,D
201504230717_108,D
201504230717_119,A
201504230717_122,A
201504230717_111,H
201504230717_107,D
201504230717_117,A
201504230717_115,D
201504240413_119,H
201504240413_111,H
201504240413_120,C
201504240413_115,D
201504240413_108,H
201504250421_120,D
201504250421_111,H
201504250421_115,D
201504260411_123,H
201504260411_115,D
201504260411_111,C
201504260411_120,D
201504270352_120,C
201504270352_111,H
201504270352_123,H
201504280439_120,H
201504290407_124,H
201504290407_120,A
201504300600_124,B
201505030514_125,E
201505030514_126,B
201505050428_126,D
201505050428_129,A
201505050428_128,D
201505050428_125,E
201505050428_127,H
201505060354_126,D
201505060354_128,D
201505060354_125,E
201505060354_127,B
201505071245_128,D
201505071245_130,F
201505071245_125,E
201505071245_127,D
201505071245_126,C
201505080406_127,D
201505080406_125,E
201505080406_128,D
201505080406_126,D
201505100830_125,C
201505100830_127,D
201505100830_134,C
201505100830_131,D
201505100830_132,H
201505100830_133,D
201505110658_132,H
201505110658_133,B
201505110658_134,D
201505110658_131,D
201505120341_132,H
201505120341_135,D
201505120341_134,D
201505120341_131,H
201505120341_133,A
201505130310_135,C
201505130310_132,H
201505130310_138,H
201505130310_131,A
201505130310_134,D
201505130310_136,E
201505150340_135,H
201505150340_138,H
201505150340_140,C
201505150340_134,C
201505150340_139,A
201505150340_132,H
201505150340_136,D
201505160503_130,F
201505160503_132,H
201505160503_136,D
201505160503_134,H
201505160503_140,C
201505160503_135,H
201505170832_140,H
201505170832_134,H
201505170832_135,H
201505170832_136,C
201505170832_132,H
201505180409_140,H
201505180409_142,B
201505180409_141,D
201505180409_132,H
201505180409_135,H
201505180409_136,A
201505180409_134,C
201505190421_140,H
201505190421_135,H
201505200342_143,D
201505200342_136,A
201505200342_135,H
201505200342_140,H
201505210415_136,B
201505210415_143,A
201505210415_140,H
201505210415_144,B
201505220351_145,D
201505220351_144,D
201505220351_140,H
201505230336_146,H
201505230336_145,D
201505230336_144,D
201505230336_140,H
201505240419_145,D
201505240419_147,D
201505240419_146,A
201505250713_147,C
201505250713_146,H
201505250713_145,D
201505260459_145,D
201505260459_146,H
201505260459_147,C
201505270413_147,B
201505290546_150,H
201505290546_151,D
201505290546_149,H
201505300339_151,B
201505300339_150,H
201505300339_149,A
201505310644_151,A
201505310644_149,A
201505310644_150,C
201506010348_147,A
201506010348_150,C
201506020408_149,D
201506020408_150,C
201506020408_153,C
201506030646_149,A
201506030646_150,H
201506030646_153,C
201506040329_154,E
201506040329_149,C
201506040329_150,H
201506050319_157,H
201506050319_154,D
201506050319_150,C
201506050319_153,B
201506060421_155,D
201506060421_156,D
201506060421_154,D
201506060421_157,C
201506060421_153,B
201506060421_150,H
201506070716_159,D
201506070716_158,C
201506070716_156,E
201506070716_154,E
201506070716_157,C
201506070716_155,F
201506070716_153,B
201506080340_156,D
201506080340_154,E
201506080340_159,C
201506080340_161,A
201506080340_158,C
201506080340_160,B
201506080340_157,B
201506080340_155,D
201506090317_159,D
201506090317_156,D
201506090317_154,E
201506090317_158,H
201506090317_160,H
201506090317_155,H
201506100345_154,E
201506100345_155,H
201506100345_158,H
201506100345_159,D
201506100345_160,A
201506100345_156,D
201506110606_162,A
201506110606_159,D
201506110606_155,H
201506110606_154,F
201506110606_161,A
201506110606_158,C
201506110606_156,D
201506120315_154,F
201506120315_155,A
201506120315_159,E
201506120315_156,C
201506120315_158,D
201506130412_158,D
201506130412_166,H
201506130412_165,B
201506130412_159,E
201506130412_156,H
201506140335_158,D
201506140335_156,H
201506140335_159,D
201506140335_166,B
201506140335_168,B
201506140335_167,A
201506150702_158,D
201506150702_168,C
201506160439_168,B
201506160439_164,B
201506171021_170,A
201506180321_164,B
201506180321_169,F
201506190308_169,F
201506190308_171,A
201506210257_163,E
201506260416_169,F
201506290326_173,A
201506300945_172,D
201507010456_172,D
201507010456_175,H
201507010456_174,F
201507020824_175,C
201507020824_172,D
201507020824_174,E
201507020824_176,C
201507030427_174,E
201507030427_172,D
201507030427_175,C
201507030427_177,B
201507030427_176,H
201507050443_180,A
201507050443_172,C
201507050443_175,H
201507050443_181,D
201507050443_178,D
201507050443_174,E
201507050443_179,H
201507050443_177,D
201507060346_175,H
201507060346_178,H
201507060346_172,H
201507060346_181,E
201507060346_180,A
201507060346_177,E
201507071445_177,D
201507071445_174,C
201507071445_172,H
201507071445_178,C
201507071445_182,D
201507071445_175,H
201507071445_181,E
201507080346_182,D
201507080346_177,D
201507080346_178,H
201507080346_174,D
201507080346_175,H
201507080346_172,H
201507090319_175,H
201507090319_174,C
201507090319_182,D
201507090319_178,H
201507090319_177,B
201507100320_183,H
201507100320_178,H
201507100320_177,B
201507100320_182,D
201507100320_185,D
201507110356_182,B
201507110356_185,D
201507110356_187,A
201507110356_183,H
201507110356_178,H
201507110356_186,A
201507120258_183,D
201507130621_183,D
201507130621_181,F
201507140327_189,H
201507140327_183,C
201507150323_189,C
201507150323_183,C
201507160421_190,D
201507160421_183,C
201507160421_191,A
201507160421_189,H
201507170419_190,C
201507170419_192,E
201507170419_183,H
201507170419_189,C
201507180318_189,D
201507180318_192,E
201507180318_193,H
201507180318_183,H
201507190338_192,E
201507190338_189,H
201507200324_189,C
201507200324_192,E
201507210415_189,C
201507210415_192,E
201507220528_192,D
201507220528_189,H
201507230403_192,E
201507240406_192,B
201507250338_194,D
201507260352_193,D
201507260352_194,D
201507270403_193,D
201507270403_194,D
201507280353_194,D
201507280353_193,D
201507290320_193,D
201507290320_195,H
201507290320_194,D
201507300349_194,D
201507300349_195,C
201507300349_196,H
201507300349_193,A
201507300349_197,D
201507310347_200,A
201507310347_194,D
201507310347_195,H
201507310347_196,H
201507310347_201,B
201507310347_197,D
201508010406_197,D
201508010406_199,H
201508010406_195,H
201508020409_202,A
201508020409_197,C
201508020409_199,C
201508020409_195,H
201508030339_199,C
201508030339_195,A
201508030339_197,H
201508040401_205,D
201508040401_195,A
201508040401_197,H
201508040401_199,D
201508040401_204,B
201508050349_199,D
201508050349_197,H
201508050349_205,D
201508050349_204,C
201508050349_203,H
201508060349_205,E
201508060349_199,C
201508060349_197,H
201508060349_206,A
201508060349_204,C
201508060349_203,H
201508070359_203,H
201508070359_205,E
201508070359_204,H
201508070359_197,H
201508070359_199,D
201508080846_205,E
201508080846_203,H
201508080846_207,D
201508080846_199,D
201508090338_199,D
201508090338_207,C
201508090338_205,E
201508100438_207,H
201508100438_205,E
201508110403_208,A
201508110403_207,H
201508110403_205,F
201508120833_208,D
201508120833_209,H
201508120833_205,F
201508120833_207,A
201508130425_210,A
201508130425_208,D
201508130425_207,A
201508140412_211,D
201508140412_208,D
201508150533_208,C
201508150533_211,D
201508160409_211,D
201508160409_208,H
201508170414_212,H
201508170414_211,E
201508180418_211,D
201508180418_212,H
201508190425_211,D
201508200411_213,E
201508200411_211,D
201508210651_216,B
201508210651_211,C
201508210651_213,E
201508210651_215,A
201508221035_213,F
201508221035_216,H
201508230406_216,D
201508240434_216,D
201508250354_216,H
201508270356_213,F
201508280352_217,A
201508290407_219,H
201508290407_217,C
201508290407_218,D
201508300356_219,D
201508300356_220,D
201508300356_217,D
201508300356_218,A
201508310357_222,A
201508310357_219,C
201508310357_221,D
201509010327_223,A
201509010327_219,D
201509020421_219,H
201509020421_224,D
201509020421_225,D
201509030427_224,H
201509030427_225,C
201509030427_226,C
201509040423_225,H
201509040423_226,D
201509040423_223,A
201509040423_224,H
201509050414_225,C
201509050414_226,A
201509060431_227,C
201509060431_229,H
201509060431_225,D
201509060431_228,A
201509070423_227,H
201509070423_225,D
201509070423_230,D
201509080419_227,C
201509080419_225,A
201509080419_230,D
201509080419_231,A
201509090539_232,B
201509090539_227,H
201509090539_230,D
201509100557_230,D
201509100557_227,H
201509100557_233,H
201509110434_233,D
201509110434_230,B
201509110434_232,A
201509110434_234,C
201509110434_227,H
201509120426_232,H
201509120426_230,B
201509120426_236,B
201509120426_227,H
201509120426_234,B
201509120426_233,D
201509130716_230,B
201509130716_233,E
201509130716_227,H
201509130716_235,E
201509140427_230,A
201509140427_235,E
201509140427_233,E
201509140427_227,A
201509150431_235,E
201509150431_237,H
201509150431_238,D
201509160426_235,E
201509160426_236,A
201509160426_238,D
201509170445_238,C
201509170445_235,E
201509170445_237,C
201509180430_235,E
201509180430_238,D
201509180430_237,C
201509190430_238,D
201509190430_237,H
201509190430_235,E
201509200433_237,H
201509200433_235,E
201509200433_238,C
201509210435_237,D
201509210435_238,C
201509220436_240,D
201509220436_237,H
201509220436_239,E
201509230427_242,D
201509230427_237,H
201509230427_240,D
201509230427_239,E
201509230427_241,H
201509240401_239,E
201509240401_241,H
201509240401_242,D
201509240401_240,C
201509250421_244,D
201509250421_242,E
201509250421_243,C
201509250421_240,D
201509250421_241,D
201509250421_245,C
201509260452_244,D
201509260452_245,H
201509260452_241,C
201509260452_243,D
201509260452_240,D
201509270504_246,D
201509270504_243,A
201509270504_244,H
201509270504_241,D
201509270504_240,D
201509270504_245,H
201509270504_247,H
201509280406_246,H
201509280406_247,D
201509280406_245,H
201509280406_240,C
201509290431_247,D
201509300446_239,F
201509300446_247,D
201510010412_247,D
201510010412_242,F
201510020427_247,D
201510030453_247,E
201510040340_247,E
201510050500_247,D
201510060450_248,A
201510070701_249,B
201510090456_248,B
201510110548_250,H
201510120705_252,D
201510120705_251,H
201510120705_253,C
201510120705_250,H
201510141042_253,D
201510141042_251,H
201510160904_254,D
201510160904_251,H
201510160904_255,H
201510160904_253,C
201510170509_253,C
201510170509_254,D
201510170509_251,H
201510180504_251,C
201510180504_256,H
201510180504_254,D
201510190457_251,H
201510190457_257,E
201510190457_258,A
201510190457_256,H
201510190457_254,D
201510210515_256,D
201510210515_257,E
201510210515_254,D
201510210515_259,D
201510220607_260,C
201510220607_259,H
201510220607_256,C
201510220607_254,D
201510230508_256,H
201510230508_254,C
201510230508_259,H
201510230508_260,C
201510240625_259,C
201510240625_256,H
201510250556_261,H
201510250556_256,E
201510250556_259,H
201510250556_262,H
201510260623_261,H
201510260623_263,C
201510260623_259,B
201510260623_256,A
201510260623_262,H
201510260623_257,F
201510270538_262,D
201510270538_257,C
201510270538_264,A
201510270538_261,H
201510280534_265,D
201510280534_259,C
201510280534_262,D
201510280534_266,D
201510290524_262,D
201510290524_266,D
201510290524_265,D
201510300528_267,D
201510300528_262,C
201510300528_266,C
201510300528_265,D
201510310528_265,H
201510310528_266,C
201510310528_268,F
201511010533_266,A
201511010533_270,D
201511010533_265,D
201511020518_271,B
201511020518_265,E
201511030520_265,E
201511040507_271,A
201511040507_272,D
201511050520_272,C
201511060522_275,C
201511060522_274,A
201511060522_272,B
201511070524_274,A
201511070524_268,E
201511070524_273,E
201511080533_275,E
201511080533_273,D
201511080533_274,H
201511080533_268,E
201511090532_273,D
201511090532_275,E
201511090532_274,H
201511100542_276,H
201511100542_273,D
201511100542_275,E
201511110654_275,E
201511110654_273,D
201511110654_278,A
201511110654_276,A
201511130825_279,D
201511130825_275,H
201511130825_273,B
201511140554_279,A
201511140554_275,C
201511161021_281,D
201511161021_280,C
201511170603_282,B
201511170603_280,D
201511170603_281,D
201511180606_282,C
201511180606_280,D
201511190713_280,D
201511190713_282,D
201511200618_280,D
201511200618_284,B
201511200618_282,D
201511200618_281,A
201511210534_280,D
201511210534_282,D
201511220816_280,D
201511220816_283,D
201511220816_282,D
201511230555_280,C
201511230555_282,D
201511230555_283,D
201511240608_286,E
201511240608_283,E
201511260727_288,D
201511260727_286,D
201511270541_288,D
201511270541_283,C
201511270541_286,D
201511280712_283,F
201511280712_288,D
201511280712_286,E
201511291021_288,H
201511291021_289,H
201511291021_283,C
201511301010_283,H
201511301010_288,H
201512010952_288,D
201512020842_288,E
201512020842_289,H
201512020842_290,B
201512030740_288,H
201512040612_289,B
201512040612_288,A
201512050606_291,C
201512050606_292,D
201512060827_293,H
201512060827_292,D
201512060827_291,H
201512080645_294,H
201512080645_293,H
201512080645_291,H
201512080645_292,C
201512090611_294,D
201512090611_293,D
201512090611_295,D
201512090611_291,C
201512090611_292,C
201512100644_292,H
201512100644_294,D
201512100644_293,D
201512100644_295,C
201512100644_296,H
201512110619_295,H
201512110619_294,H
201512110619_296,D
201512110619_292,C
201512110619_293,D
201512120628_296,D
201512120628_293,D
201512120628_297,D
201512120628_292,C
201512120628_294,D
201512131023_297,C
201512131023_294,H
201512131023_292,H
201512140613_294,D
201512140613_298,C
201512140613_300,H
201512140613_301,B
201512140613_297,D
201512150803_299,F
201512150803_298,H
201512150803_301,A
201512150803_297,H
201512160932_299,F
201512160932_297,D
201512160932_302,B
201512160932_298,C
201512170641_299,F
201512170641_298,C
201512170641_297,C
201512180623_303,B
201512180623_297,H
201512180623_298,C
201512190627_297,H
201512190627_298,D
201512200627_297,B
201512220640_299,C
201512220640_304,C
201512220640_303,A
201512230638_305,E
201512230638_299,H
201512241009_303,A
201512241009_306,D
201512241009_305,F
201512250621_305,F
201512250621_306,D
201512250621_307,D
201512260602_306,D
201512270719_306,D
201512290852_306,B
201512310908_305,F
201601020708_1,C
201601060612_1,B
201601060612_2,H
201601080610_2,H
201601080610_4,D
201601080610_5,A
201601080610_8,E
201601080610_7,C
201601080610_6,A
201601090632_10,A
201601090632_2,H
201601100639_1,C
201601100639_8,E
201601100639_11,A
201601100639_2,H
201601100639_9,D
201601100639_7,D
201601111046_11,A
201601111046_8,C
201601111046_9,D
201601120625_8,C
201601120625_9,D
201601120625_12,A
201601130959_11,H
201601130959_8,D
201601130959_9,D
201601150641_8,C
201601150641_13,D
201601150641_9,H
201601160621_8,H
201601160621_13,D
201601160621_14,B
201601160621_9,H
201601170642_15,A
201601170642_13,D
201601170642_14,H
201601180652_14,A
201601180652_17,A
201601180652_13,B
201601190804_18,A
201601190804_19,D
201601190804_16,D
201601190804_17,H
201601190804_13,C
201601200615_16,H
201601200615_19,C
201601210655_16,H
201601210655_19,D
201601210655_20,D
201601220755_19,D
201601220755_20,D
201601220755_21,A
201601220755_16,H
201601240759_19,C
201601240759_20,D
201601260621_19,H
201601260621_20,D
201601260621_22,D
201601260621_23,B
201601270622_22,E
201601270622_23,B
201601270622_19,C
201601270622_24,H
201601270622_20,E
201601280907_22,E
201601280907_23,D
201601280907_20,E
201601300958_22,E
201601310611_23,C
201601310611_20,C
201602010607_20,H
201602010607_23,B
201602020933_25,D
201602020933_20,H
201602020933_23,D
201602030849_27,D
201602030849_23,D
201602030849_25,D
201602040634_28,H
201602040634_26,D
201602040634_23,D
201602040634_29,D
201602040634_25,D
201602040634_27,D
201602050635_27,D
201602050635_26,E
201602050635_25,C
201602050635_29,D
201602050635_28,D
201602060602_29,E
201602060602_33,A
201602060602_26,D
201602060602_31,A
201602060602_32,A
201602070735_30,B
201602070735_29,D
201602070735_26,D
201602080611_26,E
201602080611_34,D
201602080611_30,B
201602080611_29,D
201602080611_31,A
201602090608_26,E
201602090608_29,D
201602090608_30,D
201602090608_34,E
201602100606_34,E
201602100606_35,H
201602100606_29,D
201602100606_26,D
201602110623_35,H
201602110623_26,H
201602110623_30,B
201602120646_35,C
201602120646_36,H
201602140615_40,A
201602140615_34,E
201602140615_39,D
201602150832_34,E
201602150832_39,C
201602160551_40,B
201602170615_42,H
201602170615_41,D
201602170615_40,D
201602180549_43,C
201602180549_41,C
201602180549_40,C
201602190551_40,D
201602190551_44,D
201602190551_43,A
201602190551_41,C
201602190551_45,A
201602200622_41,C
201602200622_46,C
201602200622_44,D
201602210659_41,C
201602210659_44,E
201602210659_46,A
201602220636_41,H
201602220636_46,A
201602230537_41,H
201602240541_47,H
201602240541_41,H
201602250714_47,D
201602260544_49,B
201602260544_47,D
201602260544_48,C
201602270550_49,A
201602270550_47,D
201602290556_50,A
201602290556_52,D
201602290556_47,D
201602290556_51,C
201602290556_53,A
201603010553_51,H
201603010553_53,C
201603010553_52,D
201603010553_47,D
201603020546_55,B
201603020546_52,A
201603020546_53,H
201603020546_51,H
201603020546_47,D
201603030904_54,D
201603030904_47,C
201603030904_56,D
201603030904_55,A
201603040535_56,D
201603040535_58,C
201603040535_55,A
201603040535_59,D
201603040535_54,D
201603040535_60,C
201603050534_59,D
201603050534_57,H
201603050534_54,D
201603050534_56,H
201603070535_56,D
201603070535_61,C
201603070535_59,D
201603070535_54,H
201603070535_57,H
201603080548_54,H
201603080548_62,D
201603080548_56,D
201603090538_62,D
201603090538_54,D
201603090538_57,C
201603100517_62,H
201603100517_54,D
201603100517_57,H
201603110603_63,A
201603110603_54,A
201603110603_57,H
201603110603_64,C
201603130524_63,D
201603160523_66,A
201603160523_65,D
201603160523_63,D
201603170750_63,H
201603170750_66,H
201603170750_64,C
201603170750_65,H
201603180517_64,H
201603180517_66,A
201603191326_64,H
201603191326_67,E
201603201314_67,E
201603210511_67,E
201603240739_67,E
201603260628_68,H
201603260628_67,C
201603280642_68,D
201603300441_68,C
201603311012_68,C
201604010457_68,H
201604020449_68,C
201604020449_69,A
201604030449_68,H
201604040455_70,C
201604040455_71,C
201604050700_70,A
201604050700_71,D
201604060526_71,D
201604070557_71,D
201604080437_71,C
201604100430_72,E
201604110517_72,E
201604110517_73,D
201604120433_73,C
201604120433_72,E
201604130427_73,C
201604130427_72,E
201604140422_74,A
201604140422_73,H
201604150421_76,A
201604150421_77,A
201604150421_74,A
201604150421_73,H
201604170422_72,F
201604180420_72,C
201604180420_79,C
201604190437_79,D
201604200439_79,D
201604210444_79,C
201604220356_79,A
201604220356_80,H
201604230426_80,H
201604240402_79,D
201604240402_80,H
201604250401_79,D
201604250401_80,H
201604260402_82,H
201604260402_79,C
201604260402_83,C
201604260402_80,H
201604271350_85,C
201604271350_84,D
201604271350_80,H
201604271350_83,D
201604271350_82,H
201604280354_82,C
201604280354_84,D
201604280354_86,A
201604280354_83,D
201604280354_85,H
201604280354_80,H
201604300359_87,D
201604300359_86,A
201604300359_80,H
201604300359_84,D
201604300359_82,H
201605010620_89,A
201605010620_84,D
201605010620_87,E
201605010620_82,C
201605010620_88,C
201605020358_88,C
201605020358_82,C
201605020358_84,D
201605020358_90,H
201605020358_87,E
201605030346_89,A
201605030346_84,D
201605030346_82,H
201605040326_91,B
201605040326_82,H
201605040326_84,D
201605040326_87,C
201605040326_88,A
201605050558_91,D
201605050558_84,C
201605050558_87,C
201605060350_91,D
201605060350_92,C
201605060350_87,B
201605080511_92,D
201605080511_91,A
201605090332_92,D
201605090332_91,B
201605100357_94,D
201605100357_95,B
201605100357_96,C
201605100357_92,D
201605110604_94,D
201605110604_96,D
201605120542_96,D
201605120542_94,C
201605130540_94,C
201605130540_96,D
201605140424_92,D
201605140424_96,D
201605140424_94,D
201605150507_96,D
201605150507_94,D
201605170518_97,D
201605170518_94,D
201605180349_97,C
201605180349_94,C
201605200813_97,D
201605210357_97,C
201605220344_99,A
201605220344_97,E
201605230446_97,E
201605240624_100,B
201605240624_97,H
201605250530_100,D
201605260358_100,D
201605270456_100,D
201605281028_100,C
201605281028_102,D
201605290438_103,A
201605290438_102,D
201605300347_102,B
201605300347_105,C
201605300347_104,B
201605310335_105,D
201605310335_104,C
201605310335_102,H
201606010604_105,C
201606010604_106,A
201606080743_107,C
201606110317_108,H
201606120323_108,D
201606120323_109,H
201606130322_110,B
201606130322_108,D
201606130322_109,H
201606140320_109,H
201606150334_111,B
201606150334_109,C
201606150334_110,A
201606171212_109,H
201606171212_112,C
201606180633_112,C
201606180633_109,H
201606190358_109,C
201606190358_113,H
201606190358_112,A
201606190358_114,C
201606200325_109,H
201606200325_113,C
201606200325_114,D
201606210330_113,H
201606220343_113,H
201606220343_112,A
201606230359_113,A
201607020727_115,A
201607040537_116,A
201607060334_117,A
201607070340_118,D
201607081152_118,D
201607090323_120,D
201607090323_119,D
201607090323_118,B
201607100320_119,D
201607100320_120,C
201607111331_121,D
201607111331_120,H
201607111331_119,D
201607120449_119,D
201607120449_120,C
201607120449_121,C
201607130353_121,C
201607130353_119,B
201607130353_122,H
201607130353_120,C
201607140606_120,C
201607140606_121,H
201607140606_119,A
201607140606_122,C
201607150502_124,D
201607150502_122,C
201607150502_120,A
201607150502_125,D
201607150502_119,A
201607150502_123,C
201607160513_125,B
201607160513_122,C
201607160513_124,D
201607160513_121,B
201607170415_125,A
201607170415_124,D
201607170415_122,C
201607180416_126,D
201607180416_124,D
201607180416_122,D
201607191022_122,C
201607191022_124,D
201607191022_126,C
201607200440_126,H
201607200440_122,C
201607200440_124,D
201607220703_124,D
201607290352_128,A
201607300417_127,C
201607310410_127,H
201608010413_129,B
201608020422_127,A
201608020422_129,B
201608040400_130,A
201608050504_130,D
201608050504_131,D
201608060409_130,D
201608060409_131,D
201608070746_130,D
201608081232_130,D
201608090406_135,A
201608090406_132,H
201608090406_130,D
201608100400_137,C
201608100400_134,D
201608100400_133,H
201608100400_132,H
201608100400_130,D
201608110650_136,H
201608110650_137,C
201608110650_133,C
201608110650_134,H
201608110650_132,D
201608120413_137,D
201608120413_132,H
201608120413_134,C
201608120413_133,B
201608120413_136,H
201608130445_134,D
201608130445_132,H
201608130445_137,D
201608130445_136,H
201608140559_136,H
201608140559_134,D
201608140559_137,D
201608140559_132,C
201608150920_136,H
201608150920_132,H
201608150920_134,D
201608150920_137,D
201608160345_138,A
201608160345_137,D
201608160345_132,H
201608160345_133,C
201608160345_134,H
201608160345_136,H
201608170420_139,H
201608170420_137,A
201608170420_136,D
201608170420_132,H
201608170420_134,H
201608180416_136,D
201608180416_132,H
201608180416_139,H
201608180416_134,C
201608190337_136,C
201608190337_139,H
201608200351_139,C
201608210357_139,B
201608220403_140,C
201608230350_140,D
201608230350_139,B
201608240424_139,D
201608240424_141,H
201608240424_140,D
201608250347_141,H
201608250347_143,C
201608250347_140,D
201608250347_142,A
201608260347_141,H
201608260347_140,D
201608260347_142,A
201608260347_143,D
201608270419_141,H
201608270419_144,C
201608270419_143,D
201608270419_140,B
201608280348_143,E
201608280348_144,D
201608280348_141,H
201608290341_145,D
201608290341_143,H
201608290341_141,D
201608290341_144,D
201608300334_143,C
201608300334_141,D
201608310346_141,B
201608310346_143,C
201609010415_141,B
201609010415_149,D
201609010415_146,B
201609010415_143,C
201609020425_149,D
201609020425_147,E
201609030424_147,E
201609030424_148,C
201609030424_149,A
